,Open,High,Low,Close,Volume
2025-06-30,346.6121752293952,352.82309547026523,346.32443946058373,352.2674865722656,7080100
2025-07-01,351.0471714843909,354.2022430209509,348.6659859903535,352.6842346191406,6653400
2025-07-02,351.8210270514008,353.567213447281,347.2570709207595,351.4440002441406,5131400
2025-07-03,351.8110822195843,356.1865247785464,350.8387515581219,356.047607421875,3702800
2025-07-07,356.1071929110492,356.8413839154133,351.7118873697056,353.8450622558594,5138000
2025-07-08,353.8847356375311,355.4722026908787,350.48162339060764,351.77142333984375,6966800
2025-07-09,352.28737752787765,354.956298828125,350.9777149008622,354.956298828125,7297100
2025-07-10,354.033509582318,354.81732682942055,350.6800240798325,353.0909729003906,6121300
2025-07-11,349.747432164549,351.03723211303384,341.6910724506413,345.20330810546875,7580200
2025-07-14,344.6675610561854,349.2116548267861,342.30620798421825,347.753173828125,5598900
2025-07-15,345.3918004634653,347.4654176306237,344.04247323214094,344.3004150390625,4891700
2025-07-16,344.5683362384954,347.9218524073836,343.0899926097443,347.1578674316406,5544200
2025-07-17,347.25708641008555,348.61634501805867,345.74900939219117,347.0685729980469,4747100
2025-07-18,346.7609996616444,346.7609996616444,344.4393416664182,346.31451416015625,4927600
2025-07-21,346.32445627290593,350.878481360664,345.6696249802432,348.1897277832031,5216300
2025-07-22,348.3484851464665,351.7020014103433,347.45554437451744,349.1025085449219,4614200
2025-07-23,350.2335837139262,352.99179599492754,348.45760323923344,352.5056457519531,4385600
2025-07-24,352.03932860182005,354.3808190519768,351.08683019778255,351.19598388671875,5887200
2025-07-25,351.2257286152803,354.84711778402055,350.24349685994025,354.2419128417969,3915400
2025-07-28,353.587106715153,355.51190564011716,351.9500435804033,352.6842346191406,3921000
2025-07-29,353.4977719015327,355.51186162685207,348.0607076358962,348.5369567871094,7402300
2025-07-30,348.94379050771136,353.8252162293928,344.50882003461373,348.15997314453125,12129700
2025-07-31,346.1954489487554,350.0549777823355,342.38554643517915,342.7625732421875,8641700
2025-08-01,341.40332645085834,343.45711132075263,335.4503478912215,336.6905517578125,8658700
2025-08-04,339.0221117082902,341.68110130105504,337.3354224845028,339.46856689453125,7335300
2025-08-05,339.4685944822976,339.7761626172852,332.920312046224,334.78558349609375,7295600
2025-08-06,335.64879722337946,338.7542728725901,332.80129369432086,337.0775146484375,5944100
2025-08-07,338.75422609906036,339.4685847129542,326.1240097312719,329.4874267578125,8797100
2025-08-08,331.0649441472719,334.735959376091,330.12240745983763,334.1406555175781,6073900
2025-08-11,334.091121044159,335.21224001222043,331.88851755665985,333.2676086425781,5715800
2025-08-12,333.1582754237832,336.587242929882,332.7706363935579,334.6888732910156,5682800
2025-08-13,334.9274211186147,341.38782875792515,334.7286272124208,340.4634704589844,5693400
2025-08-14,340.85110364571915,343.97196166407275,339.5888503248866,343.38555908203125,6224000
2025-08-15,344.14095226059266,346.2380854537843,340.77158657311065,342.3717956542969,4946600
2025-08-18,341.74561904560153,343.624121351659,338.87323821047045,340.6523132324219,3999600
2025-08-19,340.47345116865694,344.2304258270316,339.80754915070196,340.3641357421875,4457200
2025-08-20,341.30831250051983,345.32371297653333,340.7616747345022,341.8350830078125,5834400
2025-08-21,340.80141217086833,342.42145807988595,337.6507078440592,341.5965270996094,6073600
2025-08-22,343.11721942501816,349.060805354294,343.11721942501816,347.9078674316406,4973200
2025-08-25,347.4804481116551,348.5837026746853,345.38331505999844,346.6952819824219,8019800
2025-08-26,346.56607028891256,351.247372357374,345.3336330532158,349.0408935546875,5876200
2025-08-27,348.57376552844954,351.27719882331735,347.70906967894945,348.2159729003906,5531100
2025-08-28,348.46445606080806,348.9017783903599,346.47663831982425,347.72894287109375,4987100
2025-08-29,348.3253314552322,350.48212728045485,346.8742328422338,349.6372985839844,3671900
2025-09-02,347.18230266311,348.0370800581514,343.97196611477676,347.93768310546875,4940300
2025-09-03,347.21210878164396,348.7526856749196,345.14479175077264,348.7327880859375,4176400
2025-09-04,348.5936856057911,350.4821064829821,347.0232925301605,348.8520812988281,4324000
2025-09-05,349.239725578376,350.47216294861687,338.1278309918862,341.1294250488281,5448300
2025-09-08,340.2547611858296,342.28234378702916,338.9229269309479,340.2149963378906,4711600
2025-09-09,339.6087360077781,344.2105390887196,339.2111785123135,341.89471435546875,4646200
2025-09-10,340.52312727297533,340.52312727297533,334.3907261007465,336.06048583984375,6557900
2025-09-11,336.66675017264345,341.4375004419261,335.8119728031468,341.3977355957031,5157600
2025-09-12,339.14159320178965,341.0995949314907,337.10409210670593,337.36248779296875,3518300
2025-09-15,338.5352670540036,340.6224816326805,336.3288186022391,336.9847717285156,4367500
2025-09-16,334.19190867766827,338.4657350168521,331.4387920277127,337.9588317871094,5527700
2025-09-17,337.869368604139,344.09124755859375,337.4519135514395,344.09124755859375,5763500
2025-09-18,342.63023892681883,343.1669279142228,336.1201171875,336.1201171875,7526600
2025-09-19,338.37629768827907,340.60264392176015,336.189685972044,339.5292053222656,13674300
2025-09-22,336.9450628699698,342.7594056174132,336.5971886917546,342.262451171875,5621800
2025-09-23,342.49107064918775,343.15700297065035,335.5734730680278,336.636962890625,10142700
2025-09-24,337.0643060178169,337.82960489670654,335.8616848276502,336.6170349121094,5207400
2025-09-25,336.2890742801839,338.1278117672275,332.4724678359285,332.889892578125,5398700
2025-09-26,335.1759319936086,337.43209443018236,334.1820230262148,335.3150634765625,9619200
2025-09-29,335.32497778101134,338.5651303875767,333.5061075720199,338.0880432128906,7217800
2025-09-30,337.75013318852734,343.5048439405291,336.4481149425282,339.3006286621094,8164400
2025-10-01,338.23712004026567,347.2319830459177,338.23712004026567,345.7113037109375,8381000
